id,pos_1,pos_2,vision,metabolism,sugar,age,max_age,sex,has_reproduced,has_spread_culture,has_accepted_culture,initial_sugar,children,total_inheritance_received,culture,loans_given,loans_owed,diseases,immunity,last_partner_id,last_credit_partner,last_combat_partner,chose_not_to_attack,chose_not_to_borrow,chose_not_to_lend,chose_not_to_reproduce,chose_not_to_spread_culture,traits
5,3,34,6,1,22.0,0,89,female,false,false,false,22.0,Int64[],0.0,"Bool[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.24, conscientiousness = 2.77, extraversion = 2.93, agreeableness = 3.77, neuroticism = 2.86)"
35,31,50,4,2,13.0,0,76,male,false,false,false,13.0,Int64[],0.0,"Bool[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.46, conscientiousness = 5.0, extraversion = 2.95, agreeableness = 4.03, neuroticism = 2.9)"
30,17,36,2,3,19.0,0,91,female,false,false,false,19.0,Int64[],0.0,"Bool[0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.14, conscientiousness = 4.38, extraversion = 1.0, agreeableness = 3.89, neuroticism = 2.84)"
32,25,41,2,4,16.0,0,74,female,false,false,false,16.0,Int64[],0.0,"Bool[1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.36, conscientiousness = 4.36, extraversion = 2.97, agreeableness = 3.46, neuroticism = 3.79)"
6,26,27,3,2,11.0,0,92,female,false,false,false,11.0,Int64[],0.0,"Bool[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 3.72, conscientiousness = 3.6, extraversion = 2.78, agreeableness = 3.96, neuroticism = 1.21)"
45,44,32,6,3,14.0,0,92,male,false,false,false,14.0,Int64[],0.0,"Bool[0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 3.74, conscientiousness = 3.99, extraversion = 1.34, agreeableness = 3.82, neuroticism = 1.58)"
4,9,13,6,2,16.0,0,86,male,false,false,false,16.0,Int64[],0.0,"Bool[1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 3.24, conscientiousness = 3.93, extraversion = 3.31, agreeableness = 3.48, neuroticism = 2.09)"
13,17,26,6,4,14.0,0,65,male,false,false,false,14.0,Int64[],0.0,"Bool[0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.12, conscientiousness = 3.07, extraversion = 3.21, agreeableness = 1.95, neuroticism = 2.72)"
12,21,9,6,2,8.0,0,88,male,false,false,false,8.0,Int64[],0.0,"Bool[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 2.87, conscientiousness = 3.91, extraversion = 3.14, agreeableness = 3.34, neuroticism = 3.56)"
28,26,19,2,4,5.0,0,91,male,false,false,false,5.0,Int64[],0.0,"Bool[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 3.59, conscientiousness = 2.37, extraversion = 3.92, agreeableness = 3.77, neuroticism = 2.84)"
